ticker,company name,short name,industry,exchange
NTRI,NutriSystem Inc,NutriSystem,Personal Services,Nasdaq Global Select
NTRP,Neurotrope Inc.,Neurotrope,Biotechnology,NASDAQ Capital Market
NTRS,Northern Trust Corporation,Northern Trust,Asset Management,Nasdaq Global Select
NTWK,NETSOL Technologies Inc.,NETSOL,Application Software,NASDAQ Capital Market
NTX,Nuveen Texas Quality Municipal Income Fund,Nuveen Texas Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NTZ,Natuzzi S.p.A.,Natuzzi S.p.A.,Manufacturing - Apparel & Furniture,New York Stock Exchange
NUAN,Nuance Communications Inc.,Nuance Communications,Application Software,Nasdaq Global Select
NUE,Nucor Corporation,Nucor,Steel,New York Stock Exchange
NUM,Nuveen Michigan Quality Municipal Income Fund,Nuveen Michigan Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NUO,Nuveen Ohio Quality Municipal Income Fund,Nuveen Ohio Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NURO,NeuroMetrix Inc.,NeuroMetrix,Medical Instruments & Equipment,NASDAQ Capital Market
NUS,Nu Skin Enterprises Inc.,Nu Skin Enterprises,Consumer Packaged Goods,New York Stock Exchange
NUV,Nuveen Municipal Value Fund Inc.,Nuveen Municipal Value Fund,Asset Management,New York Stock Exchange
NUVA,NuVasive Inc.,NuVasive,Medical Devices,Nasdaq Global Select
NUW,Nuveen AMT-Free Municipal Value Fund,Nuveen AMT-Free Municipal Value Fund,Asset Management,New York Stock Exchange
NVAX,Novavax Inc.,Novavax,Biotechnology,Nasdaq Global Select
NVCN,Neovasc Inc.,Neovasc,Medical Devices,NASDAQ Capital Market
NVCR,NovoCure Limited,NovoCure Limited,Medical Instruments & Equipment,Nasdaq Global Select
NVDA,NVIDIA Corporation,NVIDIA,Semiconductors,Nasdaq Global Select
NVEC,NVE Corporation,NVE,Semiconductors,NASDAQ Capital Market
NVEE,NV5 Global Inc.,NV5 Global,Engineering & Construction,NASDAQ Capital Market
NVFY,Nova Lifestyle Inc,Nova Lifestyle,Manufacturing - Apparel & Furniture,NASDAQ Global Market
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund,Asset Management,New York Stock Exchange
NVGS,Navigator Holdings Ltd. (Marshall Islands),Navigator (Marshall Islands),Transportation & Logistics,New York Stock Exchange
NVIV,InVivo Therapeutics Holdings Corp.,InVivo Therapeutics,Biotechnology,NASDAQ Capital Market
NVLN,Novelion Therapeutics Inc.,Novelion Therapeutics,Biotechnology,Nasdaq Global Select
NVMI,Nova Measuring Instruments Ltd.,Nova Measuring Instruments,Semiconductors,Nasdaq Global Select
NVMM,Novume Solutions Inc.,Novume Solutions,Conglomerates,NASDAQ Capital Market
NVO,Novo Nordisk A/S,Novo Nordisk A/S,Biotechnology,New York Stock Exchange
NVR,NVR Inc.,NVR,Homebuilding & Construction,New York Stock Exchange
NVRO,Nevro Corp.,Nevro,Medical Devices,New York Stock Exchange
NVS,Novartis AG,Novartis AG,Drug Manufacturers,New York Stock Exchange
NVT,nVent Electric plc,nVent Electric plc,Computer Hardware,New York Stock Exchange
NVTA,Invitae Corporation,Invitae,Medical Diagnostics & Research,New York Stock Exchange
NVTR,Nuvectra Corporation,Nuvectra,Medical Devices,NASDAQ Global Market
NVUS,Novus Therapeutics Inc.,Novus Therapeutics,Biotechnology,NASDAQ Capital Market
NWBI,Northwest Bancshares Inc.,Northwest Bancshares,Banks,Nasdaq Global Select
NWE,NorthWestern Corporation,NorthWestern,Utilities - Regulated,New York Stock Exchange
NWFL,Norwood Financial Corp.,Norwood Financial,Banks,NASDAQ Global Market
NWHM,The New Home Company Inc.,The New Home Company,Homebuilding & Construction,New York Stock Exchange
NWL,Newell Brands Inc.,Newell Brands,Consumer Packaged Goods,Nasdaq Global Select
NWLI,National Western Life Group Inc.,National Western Life,Insurance - Life,Nasdaq Global Select
NWN,Northwest Natural Holding Company,Northwest Natural Holding Company,Utilities - Regulated,New York Stock Exchange
NWPX,Northwest Pipe Company,Northwest Pipe Company,Industrial Products,Nasdaq Global Select
NWS,News Corporation,News,Entertainment,Nasdaq Global Select
NWSA,News Corporation,News,Entertainment,Nasdaq Global Select
NX,Quanex Building Products Corporation,Quanex Building Products,Building Materials,New York Stock Exchange
NXC,Nuveen California Select Tax-Free Income Portfolio,Nuveen California Select Tax-Free Income Portfolio,Asset Management,New York Stock Exchange
NXE,Nexgen Energy Ltd.,Nexgen Energy,Metals & Mining,NYSE American
NXEO,Nexeo Solutions Inc.,Nexeo Solutions,Chemicals,NASDAQ Capital Market
NXGN,NextGen Healthcare Inc.,NextGen Healthcare,Application Software,Nasdaq Global Select
NXJ,Nuveen New Jersey Qualified Municipal Fund,Nuveen New Jersey Qualified Municipal Fund,Asset Management,New York Stock Exchange
NXN,Nuveen New York Select Tax-Free Income Portfolio,Nuveen New York Select Tax-Free Income Portfolio,Asset Management,New York Stock Exchange
NXP,Nuveen Select Tax Free Income Portfolio,Nuveen Select Tax Free Income Portfolio,Asset Management,New York Stock Exchange
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Semiconductors,Nasdaq Global Select
NXQ,Nuveen Select Tax Free Income Portfolio II,Nuveen Select Tax Free Income Portfolio II,Asset Management,New York Stock Exchange
NXR,Nuveen Select Tax Free Income Portfolio III,Nuveen Select Tax Free Income Portfolio III,Asset Management,New York Stock Exchange
NXRT,NexPoint Residential Trust Inc.,NexPoint Residential Trust,REITs,New York Stock Exchange
NXST,Nexstar Media Group Inc.,Nexstar Media,Entertainment,Nasdaq Global Select
NXTD,NXT-ID Inc.,NXT-ID,Consulting & Outsourcing,NASDAQ Capital Market
NXTM,NxStage Medical Inc.,NxStage Medical,Medical Instruments & Equipment,Nasdaq Global Select
NYCB,New York Community Bancorp Inc.,New York Community Bancorp,Banks,New York Stock Exchange
NYF,iShares New York Muni Bond,iShares New York Muni Bond,,NYSE Arca
NYMT,New York Mortgage Trust Inc.,New York Mortgage Trust,REITs,Nasdaq Global Select
NYMX,Nymox Pharmaceutical Corporation,Nymox Pharmaceutical,Biotechnology,NASDAQ Capital Market
NYNY,Empire Resorts Inc.,Empire Resorts,Travel & Leisure,NASDAQ Global Market
NYT,New York Times Company (The),New York Times Company (The),Publishing,New York Stock Exchange
NYV,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Asset Management,New York Stock Exchange
NZF,Nuveen Municipal Credit Income Fund,Nuveen Municipal Credit Income Fund,Asset Management,New York Stock Exchange
O,Realty Income Corporation,Realty Income,REITs,New York Stock Exchange
OAK,Oaktree Capital Group LLC Class A Units Representing Limited Liability Company Interests,Oaktree Capital LLC Units Representing Limited Liability Company Interests,Asset Management,New York Stock Exchange
OAS,Oasis Petroleum Inc.,Oasis Petroleum,Oil & Gas - E&P,New York Stock Exchange
OASM,Oasmia Pharmaceutical AB,Oasmia Pharmaceutical AB,Drug Manufacturers,NASDAQ Capital Market
OBAS,Optibase Ltd.,Optibase,Real Estate Services,NASDAQ Global Market
OBCI,Ocean Bio-Chem Inc.,Ocean Bio-Chem,Consumer Packaged Goods,NASDAQ Capital Market
OBE,Obsidian Energy Ltd.,Obsidian Energy,Oil & Gas - E&P,New York Stock Exchange
OBLN,Obalon Therapeutics Inc.,Obalon Therapeutics,Medical Devices,NASDAQ Global Market
OBNK,Origin Bancorp Inc.,Origin Bancorp,Banks,Nasdaq Global Select
OBSV,ObsEva SA,ObsEva SA,Biotechnology,Nasdaq Global Select
OC,Owens Corning Inc New,Owens Corning New,Building Materials,New York Stock Exchange
OCC,Optical Cable Corporation,Optical Cable,Communication Equipment,NASDAQ Global Market
OCFC,OceanFirst Financial Corp.,OceanFirst Financial,Banks,Nasdaq Global Select
OCN,Ocwen Financial Corporation,Ocwen Financial,Banks,New York Stock Exchange
OCSI,Oaktree Strategic Income Corporation,Oaktree Strategic Income,Asset Management,Nasdaq Global Select
OCSL,Oaktree Specialty Lending Corporation,Oaktree Specialty Lending,Credit Services,Nasdaq Global Select
OCUL,Ocular Therapeutix Inc.,Ocular Therapeutix,Biotechnology,NASDAQ Global Market
OCX,OncoCyte Corporation,OncoCyte,Biotechnology,NYSE American
ODC,Oil-Dri Corporation Of America,Oil-Dri Of America,Chemicals,New York Stock Exchange
ODFL,Old Dominion Freight Line Inc.,Old Dominion Freight Line,Transportation & Logistics,Nasdaq Global Select
ODP,Office Depot Inc.,Office Depot,Retail - Apparel & Specialty,Nasdaq Global Select
ODT,Odonate Therapeutics Inc.,Odonate Therapeutics,Biotechnology,Nasdaq Global Select
OEC,Orion Engineered Carbons S.A,Orion Engineered Carbons S.A,Chemicals,New York Stock Exchange
OEF,iShares S&P 100,iShares S&P 100,,NYSE Arca
OESX,Orion Energy Systems Inc.,Orion Energy Systems,Computer Hardware,NASDAQ Capital Market
OFC,Corporate Office Properties Trust,Corporate Office Properties Trust,REITs,New York Stock Exchange
OFED,Oconee Federal Financial Corp.,Oconee Federal Financial,Banks,NASDAQ Capital Market
OFG,OFG Bancorp,OFG Bancorp,Banks,New York Stock Exchange
OFIX,Orthofix Medical Inc.,Orthofix Medical,Medical Devices,Nasdaq Global Select
OFLX,Omega Flex Inc.,Omega Flex,Industrial Products,NASDAQ Global Market
OFS,OFS Capital Corporation,OFS Capital,Asset Management,Nasdaq Global Select
OGCP,Empire State Realty OP L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests,Empire State Realty OP Series 60 Operating Partnership Units Representing Limited Partnership Interests,REITs,NYSE Arca
OGE,OGE Energy Corp,OGE Energy,Utilities - Regulated,New York Stock Exchange
OGEN,Oragenics Inc.,Oragenics,Biotechnology,NYSE American
OGS,ONE Gas Inc.,ONE Gas,Utilities - Regulated,New York Stock Exchange
OHAI,OHA Investment Corporation,OHA Investment,Asset Management,Nasdaq Global Select
OHGI,One Horizon Group Inc.,One Horizon,Application Software,NASDAQ Capital Market
OHI,Omega Healthcare Investors Inc.,Omega Healthcare Investors,REITs,New York Stock Exchange
OHRP,Ohr Pharmaceutical Inc.,Ohr Pharmaceutical,Biotechnology,NASDAQ Capital Market
OI,Owens-Illinois Inc.,Owens-Illinois,Packaging & Containers,New York Stock Exchange
OIA,Invesco Municipal Income Opportunities Trust,Invesco Municipal Income Opportunities Trust,Asset Management,New York Stock Exchange
OIBR.C,Oi S.A. American Depositary Shares (Each representing 1),Oi S.A. American Depositary Shares (Each representing 1),Communication Services,New York Stock Exchange
OIH,VanEck Vectors Oil Services,VanEck Vectors Oil Services,,NYSE Arca
OII,Oceaneering International Inc.,Oceaneering International,Oil & Gas - Services,New York Stock Exchange
OIIM,O2Micro International Limited,O2Micro International Limited,Computer Hardware,Nasdaq Global Select
OIS,Oil States International Inc.,Oil States International,Oil & Gas - Services,New York Stock Exchange
OKE,ONEOK Inc.,ONEOK,Oil & Gas - Midstream,New York Stock Exchange
OKTA,Okta Inc.,Okta,Application Software,Nasdaq Global Select
OLBK,Old Line Bancshares Inc.,Old Line Bancshares,Banks,NASDAQ Capital Market
OLED,Universal Display Corporation,Universal Display,Semiconductors,Nasdaq Global Select
OLEM,iPath Pure Beta Crude Oil ETN,iPath Pure Beta Crude Oil ETN,,NYSE Arca
OLLI,Ollie's Bargain Outlet Holdings Inc.,Ollie's Bargain Outlet,Retail - Defensive,NASDAQ Global Market
OLN,Olin Corporation,Olin,Chemicals,New York Stock Exchange
OLO,DB Crude Oil Long Exchange Traded Notes due June 1 2038,DB Crude Oil Long Exchange Traded Notes due June 1 2038,,NYSE Arca
OLP,One Liberty Properties Inc.,One Liberty Properties,REITs,New York Stock Exchange
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation & Logistics,Nasdaq Global Select
OMAD,One Madison Corporation Class A,One Madison,Conglomerates,New York Stock Exchange
OMC,Omnicom Group Inc.,Omnicom,Advertising & Marketing Services,New York Stock Exchange
OMCL,Omnicell Inc.,Omnicell,Application Software,Nasdaq Global Select
OMED,OncoMed Pharmaceuticals Inc.,OncoMed Pharmaceuticals,Biotechnology,Nasdaq Global Select
OMER,Omeros Corporation,Omeros,Biotechnology,NASDAQ Global Market
OMEX,Odyssey Marine Exploration Inc.,Odyssey Marine Exploration,Business Services,NASDAQ Capital Market
OMF,OneMain Holdings Inc.,OneMain,Credit Services,New York Stock Exchange
OMI,Owens & Minor Inc.,Owens & Minor,Medical Distribution,New York Stock Exchange
OMN,OMNOVA Solutions Inc.,OMNOVA Solutions,Chemicals,New York Stock Exchange
OMP,Oasis Midstream Partners LP Representing Limited Partner Interests,Oasis Midstream Partners Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange
ON,ON Semiconductor Corporation,ON Semiconductor,Semiconductors,Nasdaq Global Select
ONB,Old National Bancorp,Old National Bancorp,Banks,Nasdaq Global Select
ONCE,Spark Therapeutics Inc.,Spark Therapeutics,Biotechnology,Nasdaq Global Select
ONCS,OncoSec Medical Incorporated,OncoSec Medical Incorporated,Biotechnology,NASDAQ Capital Market
ONCY,Oncolytics Biotech Inc.,Oncolytics Biotech,Biotechnology,NASDAQ Capital Market
ONDK,On Deck Capital Inc.,On Deck Capital,Credit Services,New York Stock Exchange
ONE,OneSmart International Education Group Limited ADS,OneSmart International Education Limited ADS,Education,New York Stock Exchange
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Nasdaq Composite Index Tracking Stock,,NASDAQ Global Market
ONTX,Onconova Therapeutics Inc.,Onconova Therapeutics,Biotechnology,NASDAQ Capital Market
ONVO,Organovo Holdings Inc.,Organovo,Medical Diagnostics & Research,NASDAQ Global Market
OOMA,Ooma Inc.,Ooma,Communication Services,New York Stock Exchange
OPB,Opus Bank,Opus Bank,Banks,Nasdaq Global Select
OPBK,OP Bancorp,OP Bancorp,Banks,NASDAQ Global Market
OPES,Opes Acquisition Corp.,Opes Acquisition,Conglomerates,NASDAQ Capital Market
OPGN,OpGen Inc.,OpGen,Medical Diagnostics & Research,NASDAQ Capital Market
OPHC,OptimumBank Holdings Inc.,OptimumBank,Banks,NASDAQ Capital Market
OPHT,Ophthotech Corporation,Ophthotech,Biotechnology,Nasdaq Global Select
OPI,Office Properties Income Trust,Office Properties Income Trust,REITs,Nasdaq Global Select
OPK,Opko Health Inc.,Opko Health,Drug Manufacturers,Nasdaq Global Select
OPNT,Opiant Pharmaceuticals Inc.,Opiant Pharmaceuticals,Biotechnology,NASDAQ Capital Market
OPOF,Old Point Financial Corporation,Old Point Financial,Banks,NASDAQ Capital Market
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,RiverNorth/DoubleLine Strategic Opportunity Fund,Asset Management,New York Stock Exchange
OPRA,Opera Limited,Opera Limited,Online Media,Nasdaq Global Select
OPRX,OptimizeRx Corporation,OptimizeRx,Application Software,NASDAQ Capital Market
OPTN,OptiNose Inc.,OptiNose,Drug Manufacturers,Nasdaq Global Select
OPTT,Ocean Power Technologies Inc.,Ocean Power,Industrial Products,NASDAQ Capital Market
OPY,Oppenheimer Holdings Inc. Class A (DE),Oppenheimer (DE),Brokers & Exchanges,New York Stock Exchange
OR,Osisko Gold Royalties Ltd,Osisko Gold Royalties,Metals & Mining,New York Stock Exchange
ORA,Ormat Technologies Inc.,Ormat,Utilities - Independent Power Producers,New York Stock Exchange
ORAN,Orange,Orange,Communication Services,New York Stock Exchange
ORBC,ORBCOMM Inc.,ORBCOMM,Communication Services,Nasdaq Global Select
ORBK,Orbotech Ltd.,Orbotech,Computer Hardware,Nasdaq Global Select
ORC,Orchid Island Capital Inc.,Orchid Island Capital,REITs,New York Stock Exchange
ORCL,Oracle Corporation,Oracle,Application Software,New York Stock Exchange
ORGO,Organogenesis Holdings Inc.,Organogenesis,Drug Manufacturers,NASDAQ Capital Market
ORGS,Orgenesis Inc.,Orgenesis,Biotechnology,NASDAQ Capital Market
ORI,Old Republic International Corporation,Old Republic International,Insurance,New York Stock Exchange
ORIT,Oritani Financial Corp.,Oritani Financial,Banks,Nasdaq Global Select
ORLY,O'Reilly Automotive Inc.,O'Reilly Automotive,Retail - Apparel & Specialty,Nasdaq Global Select
ORM,Owens Realty Mortgage Inc.,Owens Realty Mortgage,REITs,NYSE American
ORMP,Oramed Pharmaceuticals Inc.,Oramed Pharmaceuticals,Biotechnology,NASDAQ Capital Market
ORN,Orion Group Holdings Inc. Common,Orion Common,Engineering & Construction,New York Stock Exchange
ORPN,Bioblast Pharma Ltd.,Bioblast Pharma,Biotechnology,NASDAQ Capital Market
ORRF,Orrstown Financial Services Inc,Orrstown Financial Services,Banks,NASDAQ Capital Market
ORTX,Orchard Therapeutics plc,Orchard Therapeutics plc,Biotechnology,Nasdaq Global Select
OSB,Norbord Inc.,Norbord,Forest Products,New York Stock Exchange
OSBC,Old Second Bancorp Inc.,Old Second Bancorp,Banks,Nasdaq Global Select
OSG,Overseas Shipholding Group Inc. Class A,Overseas Shipholding,Transportation & Logistics,New York Stock Exchange
OSIR,Osiris Therapeutics Inc.,Osiris Therapeutics,Biotechnology,NASDAQ Global Market
